Field,ID,RA,DEC,X,Y,FWHM,FWHM_n,ISOarea,KRON_RADIUS,MU_MAX_INST,PETRO_RADIUS,SEX_FLAGS_DET,SEX_NUMBER_DET,CLASS_STAR,s2n_DET_PStotal,THETA,ELLIPTICITY,ELONGATION,FLUX_RADIUS_20,FLUX_RADIUS_50,FLUX_RADIUS_70,FLUX_RADIUS_90,s2n_r_PStotal,s2n_J0660_PStotal,s2n_i_PStotal,FWHM_r,FWHM_n_r,FWHM_J0660,FWHM_n_J0660,FWHM_i,FWHM_n_i,SEX_FLAGS_r,SEX_FLAGS_J0660,SEX_FLAGS_i,CLASS_STAR_r,CLASS_STAR_J0660,CLASS_STAR_i,r_PStotal,e_r_PStotal,g_PStotal,e_g_PStotal,i_PStotal,e_i_PStotal,u_PStotal,e_u_PStotal,z_PStotal,e_z_PStotal,J0378_PStotal,e_J0378_PStotal,J0395_PStotal,e_J0395_PStotal,J0410_PStotal,e_J0410_PStotal,J0430_PStotal,e_J0430_PStotal,J0515_PStotal,e_J0515_PStotal,J0660_PStotal,e_J0660_PStotal,J0861_PStotal,e_J0861_PStotal,r_psf,e_r_psf,g_psf,e_g_psf,i_psf,e_i_psf,u_psf,e_u_psf,z_psf,e_z_psf,J0378_psf,e_J0378_psf,J0395_psf,e_J0395_psf,J0410_psf,e_J0410_psf,J0430_psf,e_J0430_psf,J0515_psf,e_J0515_psf,J0660_psf,e_J0660_psf,J0861_psf,e_J0861_psf
b'SPLUS-n18s19',b'iDR4_3_SPLUS-n18s19_0015040',177.75516404145537,-23.238329805692576,1398.4845,3388.398,0.0003330781,0.8942601,1.4471451e-06,3.6613133,15.914141,3.9599998,0,15040,0.9830582,-1.0,-62.52789,0.06314683,1.0674031,0.7799683,1.4969695,2.131191,3.7144923,100.66662,113.1341,146.95753,0.00032676748,0.87734467,0.00048745616,1.0372295,0.00033833543,0.90208584,0,0,0,1,1.0,1,18.107843,0.0105286995,19.403944,0.025013324,17.336735,0.007183256,23.051323,0.8551683,16.989006,0.008735877,21.720665,0.3720334,21.982746,0.7246923,20.552397,0.17432044,20.358755,0.13707212,19.268173,0.04667419,17.656273,0.009368427,17.050726,0.0110931685,18.171211,0.026,19.42862,0.031,17.386396,0.022,,,17.05464,0.027,,,,,20.54862,0.151,,,19.26062,0.048,17.807213,0.036,17.104641,0.022
b'SPLUS-n18s20',b'iDR4_3_SPLUS-n18s20_0034432',178.75899078070736,-22.739400409180902,4157.8955,6662.769,0.0003929858,0.9060066,1.6805557e-06,3.61773,15.687988,3.3,0,34432,0.98248124,-1.0,74.73316,0.0935604,1.1032175,0.8603782,1.581791,2.259011,3.8588662,116.13995,121.097946,107.828354,0.0003794422,0.9410332,0.0006313487,1.4467502,0.00039129468,0.8796389,0,0,0,1,1.0,1,17.707325,0.009687143,18.101006,0.013629646,17.580833,0.010293503,19.089499,0.038710766,17.54365,0.015718551,18.671711,0.04267264,18.624975,0.058181766,18.322495,0.040491216,18.314365,0.039273508,17.919846,0.024931084,17.386,0.009290533,17.56446,0.018739179,17.785145,0.017,18.189705,0.019,17.645496,0.024,19.188133,0.044,17.60425,0.039,18.755135,0.044,18.727135,0.057,18.420706,0.042,18.380705,0.043,18.021706,0.024,17.590145,0.042,17.63525,0.038
b'SPLUS-n18s20',b'iDR4_3_SPLUS-n18s20_0054623',178.25420932277328,-22.44283573233233,7208.8623,8603.387,0.00039451692,0.9095365,1.2137347e-06,3.9933836,16.341703,3.9599998,0,54623,0.98163545,-1.0,-72.47022,0.06965023,1.0748645,0.8722815,1.6000067,2.2647188,3.8081124,83.00871,119.21941,85.0013,0.0003786092,0.9389673,0.000705169,1.6159111,0.00038946886,0.8755344,0,0,0,1,1.0,1,18.242708,0.013117151,18.943066,0.022221323,17.922003,0.013032876,20.473433,0.10493193,17.77775,0.018863093,20.34314,0.14234464,20.2492,0.19310479,19.647493,0.104290284,19.581047,0.09611753,18.768847,0.04196308,17.389784,0.009133058,17.830544,0.022936305,18.272913,0.021,18.981064,0.031,17.954535,0.029,,,17.839731,0.042,,,,,,,19.629065,0.111,18.773064,0.049,17.818913,0.075,17.874731,0.038
b'SPLUS-n18s21',b'iDR4_3_SPLUS-n18s21_0036898',179.96571489344964,-22.87442436719945,5707.2637,5779.955,0.0002763927,0.9562299,1.400463e-06,3.1848588,14.816763,2.73,0,36898,0.9802302,-1.0,-60.029686,0.08083743,1.0879468,0.6039947,1.182198,1.5896199,2.8382652,128.33298,125.55949,173.09198,0.0002980377,0.9765828,0.00043690903,1.5011864,0.00027438652,0.9688256,0,0,0,1,1.0,1,17.67408,0.008741983,18.924326,0.018995421,16.98642,0.0062652254,21.287172,0.22842431,16.656803,0.007138659,21.187502,0.31597513,21.709988,0.7244746,20.135391,0.14440748,19.917246,0.111429326,18.793928,0.03852914,17.22441,0.0089350855,16.724503,0.011195081,17.825352,0.05,18.997282,0.036,17.093771,0.057,,,16.750072,0.037,,,,,,,20.074257,0.109,18.892282,0.046,17.347353,0.041,16.783073,0.023
b'SPLUS-n18s32',b'iDR4_3_SPLUS-n18s32_0004797',195.98893325253195,-23.49090489917004,6142.253,1745.122,0.00031424192,0.8907279,7.7025464e-07,3.8517241,16.121197,3.9599998,0,4797,0.96858466,-1.0,36.906826,0.088478625,1.097067,0.72092456,1.4313082,2.1124837,3.6504476,52.573013,84.76467,49.734055,0.00034853938,0.8725132,0.0009089684,2.0558076,0.00032510248,1.0001231,0,0,0,1,1.0,1,18.484295,0.020320581,18.913181,0.029335719,18.328663,0.021268234,19.966545,0.0891319,18.323061,0.033527933,19.575642,0.08689223,19.30827,0.11075014,19.197243,0.095666565,19.040451,0.08249414,18.695606,0.055166773,17.483528,0.012603294,18.275045,0.04222174,18.598913,0.053,18.96041,0.052,18.255306,0.05,20.008139,0.108,18.361515,0.083,19.58614,0.069,19.40614,0.096,19.207409,0.097,19.13041,0.094,18.694408,0.069,18.205914,0.137,18.295515,0.066
b'SPLUS-n18s32',b'iDR4_3_SPLUS-n18s32_0039961',195.5019070026402,-22.52321372212464,9091.68,8072.3755,0.0003655944,1.036288,1.7972609e-06,3.4707448,15.1239395,3.9599998,0,39961,0.9826944,-1.0,-33.908054,0.018457413,1.0188046,0.8497926,1.6030592,2.2713284,3.970858,103.072914,120.15285,169.59636,0.00041567057,1.0405655,0.0016895597,3.8212655,0.00035282673,1.0854121,0,0,0,1,1.0,1,17.504004,0.01042568,18.808205,0.027860478,16.613697,0.0066347895,20.976269,0.21770415,16.208998,0.0068092453,21.627686,0.53246844,20.204302,0.25081512,20.489687,0.29973185,19.830242,0.16538724,18.688696,0.055834424,16.791054,0.008943652,16.291399,0.009888995,17.765726,0.049,18.862535,0.054,17.233732,0.044,,,16.212465,0.034,,,,,,,20.001535,0.198,18.372536,0.069,16.967726,0.079,16.302465,0.033
b'SPLUS-n19s01',b'iDR4_3_SPLUS-n19s01_0041273',165.7396511525053,-23.87428805166652,1073.1124,7971.8115,0.00030195803,1.0035968,7.002315e-07,3.61083,16.07754,3.9599998,0,41273,0.98011786,-1.0,83.2068,0.025093496,1.0257394,0.6356673,1.2506831,1.6891418,2.890063,63.343975,70.86394,63.89766,0.00032020803,1.0455607,0.00032941048,1.0319843,0.00028890613,0.97874945,0,0,0,1,1.0,1,18.216541,0.016292952,18.742867,0.02641908,17.941553,0.016394231,19.844137,0.08729842,17.769848,0.02405811,19.479507,0.117490724,20.001947,0.24440433,19.078732,0.1026246,19.085728,0.098015375,18.649513,0.05242853,17.884167,0.014563969,17.60017,0.023292359,18.231655,0.033,18.784218,0.036,17.943567,0.042,19.899323,0.1,17.798061,0.061,19.438322,0.096,,,19.098217,0.106,19.040216,0.075,18.678217,0.05,17.909657,0.029,17.625061,0.053
b'SPLUS-n19s03',b'iDR4_3_SPLUS-n19s03_0049324',167.78488349347373,-23.657954938672784,6490.488,9398.908,0.00033727495,1.0157179,1.0736883e-06,3.9934824,16.404121,3.9599998,2,49324,0.98294795,-1.0,-64.417435,0.040447652,1.0421526,0.7910616,1.5078473,2.2772486,4.248647,70.17609,76.259125,71.90216,0.00034737156,1.0688095,0.0012192227,3.4258358,0.00031254636,0.9549376,2,2,2,1,1.0,1,18.438696,0.015639694,19.082375,0.025759626,18.15972,0.015458205,20.550028,0.11267908,18.070427,0.02274541,20.026688,0.118578225,20.219315,0.21471868,19.666351,0.12282676,19.45007,0.10001804,18.871992,0.049780637,18.065014,0.014392148,18.02577,0.027035933,18.506266,0.024,19.161789,0.037,18.220411,0.028,20.651758,0.104,18.121119,0.056,19.964758,0.114,,,19.786789,0.113,19.450788,0.098,18.961788,0.052,18.439266,0.095,18.098118,0.057
b'SPLUS-n19s03',b'iDR4_3_SPLUS-n19s03_0052161',168.12366875653225,-23.73855203621917,4459.892,8871.252,0.00032062535,0.9655769,1.7739198e-06,3.517053,15.464519,3.3,0,52161,0.9757254,-1.0,-34.535942,0.14379936,1.1679506,0.74239945,1.4737694,2.2025874,4.029598,113.28118,108.95785,117.5116,0.00032537695,1.0011355,0.0004368585,1.227508,0.00030986517,0.9467456,0,0,0,1,1.0,1,17.651516,0.009669206,18.303425,0.0155358985,17.420588,0.009391665,19.819517,0.064342335,17.318422,0.013013749,19.4806,0.07996133,19.421307,0.11332165,18.797583,0.062162533,18.74817,0.057380673,18.078642,0.028466716,17.379143,0.010052871,17.371899,0.017056217,17.720352,0.018,18.363668,0.018,17.475258,0.023,19.852995,0.064,17.368378,0.03,19.553995,0.082,19.541996,0.121,18.895668,0.073,18.838667,0.068,18.153667,0.036,17.468351,0.034,17.452377,0.04
b'SPLUS-n19s05',b'iDR4_3_SPLUS-n19s05_0017267',170.73371118062988,-24.477778858438096,6491.119,4032.6172,0.00053593086,0.9487892,1.4938272e-06,3.791162,16.356361,3.9599998,0,17267,0.9801088,-1.0,-11.723493,0.10125768,1.1126659,1.0154209,1.7899226,2.3819556,3.774332,98.67257,109.74297,102.84099,0.00044660099,0.9308129,0.000509765,0.9751618,0.00055537425,0.9502377,0,0,0,1,1.0,1,17.706665,0.011327142,17.967241,0.01738302,17.569862,0.010611082,18.470732,0.033048674,17.509855,0.014010084,18.107962,0.036159676,18.189816,0.05984065,18.056412,0.047631416,18.157331,0.05020208,17.963705,0.0350263,17.266645,0.010184509,17.407759,0.017506452,17.777391,0.023,18.014917,0.029,17.59738,0.029,18.56806,0.044,17.96974,0.041,18.22206,0.041,18.30406,0.065,18.174917,0.056,18.249918,0.052,18.032917,0.045,17.333391,0.025,17.82074,0.039
b'SPLUS-n19s05',b'iDR4_3_SPLUS-n19s05_0018629',170.6960124348549,-24.442270387108305,6716.04,4264.7393,0.0005561293,0.9845477,1.6338736e-06,3.6818469,16.386389,3.3,3,18629,0.9801967,-1.0,-55.03124,0.08820635,1.0967394,1.0564234,1.8062538,2.3811913,3.8490272,65.62635,87.01748,135.85315,0.0004421668,0.92157114,0.00046636455,0.8921383,0.0005520352,0.9445247,3,3,3,1,1.0,1,18.388922,0.016951308,19.757513,0.058663476,17.091751,0.008021306,23.116959,1.4805564,16.536432,0.0076366914,24.75959,10.688489,99.0,99.0,21.035522,0.5411488,20.915358,0.48178092,19.594332,0.11547145,17.691126,0.012784242,16.6683,0.011196485,18.472935,0.03,19.83991,0.073,17.152143,0.027,,,17.01382,0.033,,,,,,,,,19.636911,0.112,17.876936,0.045,17.07582,0.03
b'SPLUS-n19s07',b'iDR4_3_SPLUS-n19s07_0001557',174.24930557877977,-24.92576370483361,3130.12,1097.2726,0.000286789,0.9566308,1.0970293e-06,3.4144175,15.332702,2.73,2,1557,0.98029035,-1.0,-59.006584,0.050362766,1.0530337,0.6394563,1.205423,1.6450838,3.004161,100.529785,101.27704,95.93042,0.0002994189,0.96724,0.0008941144,2.566472,0.00026365096,0.8866602,2,2,2,1,1.0,1,17.850006,0.010690191,18.324661,0.015502134,17.706642,0.011232432,19.87461,0.06705122,17.665031,0.017351735,19.42202,0.06420651,19.163284,0.08187925,18.695156,0.054658823,18.66931,0.05144917,18.134295,0.028409185,17.566715,0.010611313,17.677849,0.027485134,17.943018,0.04,18.44271,0.035,17.78158,0.037,19.882616,0.079,17.787931,0.066,19.491615,0.061,19.318615,0.074,18.77271,0.058,18.81171,0.057,18.19771,0.041,17.833017,0.077,17.709932,0.049
b'SPLUS-n19s07',b'iDR4_3_SPLUS-n19s07_0013267',173.88932717812096,-24.629241538913643,5266.4995,3041.7595,0.0002808383,0.93678135,1.3070988e-06,3.167544,15.169019,3.3,0,13267,0.9963348,-1.0,79.979996,0.09442735,1.1042737,0.65124136,1.1364001,1.6147994,2.8230212,125.38414,121.0328,117.29194,0.00027631866,0.89261717,0.0004840703,1.3894788,0.0002864887,0.9634637,0,0,0,1,1.0,1,17.595404,0.008798284,18.056482,0.012455971,17.478603,0.009202006,19.258099,0.042175338,17.445724,0.014074867,18.89555,0.04302362,18.860476,0.06438212,18.495228,0.04421185,18.278078,0.036954597,17.92049,0.023508333,17.348692,0.009114597,17.435862,0.022083767,17.664816,0.022,18.097036,0.027,17.54868,0.04,19.309711,0.046,17.489546,0.033,18.914713,0.045,18.934711,0.057,18.525036,0.052,18.380035,0.041,17.949036,0.041,17.548817,0.072,17.464546,0.039
b'SPLUS-n19s07',b'iDR4_3_SPLUS-n19s07_0028356',173.67099382842727,-24.272614057545933,6568.603,5375.431,0.00028398415,0.9472748,6.535494e-07,3.445786,16.070257,3.9599998,0,28356,0.9998665,-1.0,-35.391937,0.08996034,1.0988532,0.6548795,1.0891385,1.6273503,2.5986984,76.789375,96.667885,97.067566,0.00030031463,0.97013354,0.00043063806,1.2361065,0.0002858214,0.9612196,0,0,0,1,1.0,1,18.399988,0.01438224,19.64886,0.037117176,17.74513,0.011097121,22.456484,0.65280944,17.398483,0.013535612,21.916527,0.7001744,21.711485,0.9198779,22.178165,1.1875316,20.571531,0.2722256,19.64919,0.09214912,17.752153,0.011424718,17.496561,0.024721893,18.452208,0.033,19.682281,0.051,17.788761,0.03,,,17.443382,0.045,,,,,,,,,19.672281,0.093,18.072208,0.088,17.518383,0.043
b'SPLUS-n19s08',b'iDR4_3_SPLUS-n19s08_0024907',175.4729611330119,-24.26166071692859,4617.5625,5447.3433,0.00031032623,1.0105981,1.3537809e-06,3.7545488,15.877942,3.9599998,2,24907,0.99952835,-1.0,-67.54201,0.08893174,1.0976126,0.76965237,1.4317485,2.1201615,3.8672478,96.416885,95.499344,96.67238,0.0003134627,0.99699175,0.0005782392,0.79840815,0.00027881123,0.9840514,2,2,2,1,,1,17.870731,0.011661566,18.476095,0.017537577,17.68427,0.011248984,20.271225,0.11671865,17.630024,0.022528352,19.728775,0.09989344,19.766048,0.15827975,18.989431,0.072163105,18.927189,0.065839484,18.306784,0.03330304,17.27171,0.01177361,17.665262,0.027705934,17.937479,0.024,18.553177,0.026,17.745598,0.035,,,17.710499,0.05,19.937712,0.129,19.814713,0.173,19.170177,0.078,19.028177,0.059,18.434177,0.049,,,18.064499,0.053
b'SPLUS-n19s09',b'iDR4_3_SPLUS-n19s09_0013604',176.53300570361966,-24.611560195474887,7089.373,3155.9883,0.00033349486,0.997059,1.4471451e-06,3.3637757,15.282453,3.3,0,13604,0.9822295,-1.0,59.017166,0.021384358,1.0218517,0.7391024,1.3509331,1.8353595,3.1556182,127.56028,128.13033,137.42778,0.0003219971,1.0153962,0.0015041288,4.2066646,0.00031676283,0.99365383,0,0,0,1,1.0,1,17.517897,0.008533162,18.39845,0.015702784,17.18277,0.007842152,20.564915,0.098912805,17.023956,0.010414839,20.631762,0.17810394,20.136585,0.18901569,19.302753,0.08226673,19.036198,0.06468965,18.38308,0.033277374,17.123684,0.008495198,17.050737,0.014100637,17.579756,0.023,18.445562,0.027,17.22215,0.025,20.609789,0.106,17.054287,0.037,,,,,19.310562,0.07,19.071562,0.066,18.430563,0.037,17.489756,0.094,17.111288,0.03
b'SPLUS-n19s09',b'iDR4_3_SPLUS-n19s09_0034347',177.4045648902424,-24.11075791351606,1888.4683,6427.7563,0.0003004312,0.8982076,9.1030097e-07,3.5618684,15.912166,3.3,0,34347,0.97977895,-1.0,12.715084,0.03363496,1.0348057,0.6795264,1.2255826,1.7474862,2.9564629,73.37812,76.17644,99.505226,0.00029667604,0.93554795,0.0013471706,3.7676926,0.00027483315,0.86212456,0,0,0,1,1.0,1,18.408068,0.014350887,19.686504,0.03714761,17.723755,0.010588984,22.9521,0.86010975,17.389694,0.013103395,22.575193,1.0720193,21.73406,0.8365868,21.098793,0.38530946,20.710789,0.2602244,19.680386,0.086544104,17.97283,0.013823713,17.483152,0.018478492,18.43873,0.032,19.738794,0.053,17.750412,0.026,,,17.417328,0.031,,,,,,,,,19.693794,0.083,18.19173,0.086,17.526329,0.036
b'SPLUS-n19s23',b'iDR4_3_SPLUS-n19s23_0000463',197.435710475658,-24.953481713892,5585.3066,919.29645,0.0003261595,1.0708644,1.1903936e-06,3.6332483,15.594807,3.3,0,463,0.9820832,-1.0,88.45286,0.079696,1.0865974,0.7083539,1.3346485,1.9123726,3.4303522,67.09492,78.72843,127.2026,0.000312577,1.0422267,0.0011923725,3.9558482,0.00033035368,1.0833678,0,0,0,1,1.0,1,18.38256,0.015852012,19.693687,0.042505957,17.190624,0.008341115,22.15643,0.44180247,16.68812,0.008613645,21.336872,0.45225936,25.82127,36.430103,21.030825,0.4112561,20.917831,0.35149303,19.638441,0.09231524,17.578585,0.013509598,16.820826,0.012406306,18.44432,0.032,19.769314,0.057,17.269638,0.036,,,16.773443,0.042,,,,,,,,,19.711315,0.114,18.08432,0.152,16.901443,0.043
b'SPLUS-n19s23',b'iDR4_3_SPLUS-n19s23_0032787',197.3680932819397,-24.167285800411666,5989.629,6065.3955,0.000279279,0.91694385,9.33642e-07,3.704226,16.19478,3.3,0,32787,0.9998031,-1.0,-2.6626527,0.034748137,1.0359991,0.7144852,1.2251256,1.8612701,3.307241,69.01667,67.64332,68.83339,0.00027943635,0.93172574,0.00027140108,0.90040773,0.00028974717,0.9502021,0,0,0,1,1.0,1,18.45568,0.016229494,18.9143,0.024144325,18.239395,0.015832398,24.314909,3.6735957,18.123646,0.023527687,99.0,99.0,20.622637,0.35112587,20.820642,0.34342262,19.799126,0.13582668,18.33111,0.03457906,17.93946,0.016558997,18.263222,0.033510465,18.516214,0.035,18.98766,0.041,18.270105,0.031,,,18.15957,0.044,,,,,,,19.76166,0.134,18.41166,0.041,18.008213,0.032,18.303572,0.058
b'SPLUS-n19s23',b'iDR4_3_SPLUS-n19s23_0044541',198.0555213759522,-23.923129107822326,1877.4214,7655.915,0.00028495715,0.9355867,1.2837578e-06,3.3864868,15.278583,2.73,2,44541,0.98261136,-1.0,-65.84671,0.17311448,1.2093573,0.674095,1.2593948,1.8153722,3.5381374,103.43871,94.89748,120.15314,0.0002875025,0.9586207,0.0012860718,4.2667074,0.00027849196,0.9132916,2,2,2,1,,1,17.69601,0.010146602,18.473684,0.017766392,17.352936,0.00883094,20.485205,0.11435493,17.220278,0.011989208,20.047123,0.16116522,19.7998,0.16721728,19.175745,0.08421288,19.07901,0.07444986,18.337393,0.03368999,17.252705,0.011059846,17.229197,0.01585646,17.728533,0.028,,,17.38361,0.022,20.438185,0.102,,,,,,,19.258284,0.086,,,18.343283,0.039,,,,
b'SPLUS-n20s01',b'iDR4_3_SPLUS-n20s01_0047586',164.2028480982665,-24.934250548024227,10232.421,9778.987,0.00037846962,0.9863536,9.33642e-07,4.6950946,17.149427,3.9599998,0,47586,0.980264,-1.0,65.287056,0.15884322,1.1888391,0.87764794,1.6903108,2.5688431,5.1393867,43.621563,36.507626,54.92967,0.000377974,1.0275519,0.0016325287,3.83671,0.00036374124,0.94823277,0,0,0,1,1.0,1,18.336357,0.025689665,19.372555,0.057984978,17.943386,0.02051579,23.372585,2.4247818,17.516758,0.025023675,21.378824,0.8050377,99.0,99.0,22.331966,4.9425783,20.846231,0.8816505,19.614195,0.19868326,17.912928,0.030695599,17.836863,0.04030389,18.358294,0.032,19.418669,0.061,17.948248,0.036,,,17.559408,0.044,,,,,,,,,19.36767,0.148,18.190292,0.076,17.85641,0.049
b'SPLUS-n20s02',b'iDR4_3_SPLUS-n20s02_0033592',166.72122769632202,-25.445797147108188,4119.044,6443.1646,0.00028816678,0.96191657,9.803241e-07,3.40264,16.145636,3.3,0,33592,0.97857785,-1.0,87.26742,0.011395097,1.0115265,0.6039747,1.229723,1.613913,2.82781,76.570244,61.44392,74.231544,0.00029373323,0.98007464,0.0003269873,0.9521794,0.0002907691,0.96233255,0,0,0,1,1.0,1,17.82603,0.014708298,18.207716,0.021432877,17.71601,0.014916432,18.40822,0.043950636,17.725832,0.02392595,18.251999,0.050811592,18.395813,0.086477466,18.363039,0.070169605,18.136627,0.057294093,18.194784,0.044855133,17.494013,0.018329203,17.693357,0.031239884,17.908588,0.033,18.276749,0.024,17.8088,0.046,18.564419,0.038,17.776594,0.047,18.38133,0.04,18.49233,0.071,18.425753,0.066,18.263752,0.051,18.287752,0.045,17.563913,0.02,17.76596,0.041
b'SPLUS-n20s03',b'iDR4_3_SPLUS-n20s03_0028000',167.72416204745682,-25.543402877704874,6981.88,5804.101,0.000347911,0.96827996,1.0270062e-06,3.859313,16.87043,3.9599998,0,28000,0.98175734,-1.0,-7.2185607,0.06423551,1.0686449,0.7767147,1.4629922,2.1170647,3.6994424,61.59375,63.307503,58.195477,0.00036047093,0.9890806,0.00031070694,0.9485878,0.0003192297,0.94795454,0,0,0,1,1.0,1,18.13957,0.017850313,18.498005,0.026176073,18.03612,0.018595666,18.64443,0.040121704,18.103111,0.03117859,18.426458,0.056492817,18.487148,0.08931751,18.633152,0.08749146,18.50071,0.096490726,18.459518,0.056034606,17.847406,0.017367102,18.076904,0.03866053,18.20298,0.022,18.555958,0.027,18.077581,0.027,18.775091,0.038,18.154995,0.052,18.556091,0.054,18.58909,0.074,18.679958,0.081,18.671959,0.093,18.509958,0.047,17.909979,0.018,18.141994,0.049
b'SPLUS-n20s03',b'iDR4_3_SPLUS-n20s03_0041698',167.49840726569303,-25.20856051082239,8323.034,7992.232,0.00035675397,0.9928911,1.8206019e-06,3.6704414,16.183891,3.3,0,41698,0.9797326,-1.0,81.431656,0.087056816,1.0953584,0.80770665,1.5169185,2.2441485,3.9981463,84.79739,92.45581,94.41756,0.000375525,1.0303868,0.00039996568,1.2210946,0.00032669373,0.970119,0,0,0,1,1.0,1,17.505415,0.012712703,18.04709,0.020123145,17.241472,0.011777589,19.367687,0.061084438,17.13222,0.015698254,18.833803,0.07017294,18.804018,0.10557183,18.521118,0.08131327,18.446724,0.08944015,17.826607,0.037037857,17.12795,0.011659668,17.167305,0.021172443,17.554682,0.017,18.104158,0.02,17.307821,0.023,19.435257,0.056,17.209976,0.033,18.859257,0.059,18.765257,0.089,18.561157,0.068,18.509157,0.07,17.874159,0.036,17.245682,0.052,17.252975,0.037
b'SPLUS-n20s25',b'iDR4_3_SPLUS-n20s25_0027125',201.2463663771504,-25.735965289826325,2278.9473,4538.419,0.00027804097,0.9126185,1.0270062e-06,3.4717698,15.301659,3.3,0,27125,0.9800691,-1.0,-36.17403,0.10818851,1.1213132,0.6537271,1.2031565,1.6892779,3.2497435,96.33602,77.443085,90.57227,0.00026400457,0.8924178,0.001421375,3.8041115,0.00027424018,0.90142655,0,0,0,1,1.0,1,17.814524,0.01120373,18.129578,0.015235836,17.728361,0.011781746,19.301277,0.04625278,17.715355,0.018690363,18.76076,0.04804347,18.665064,0.06732819,18.321684,0.047427073,18.285275,0.04428938,18.00943,0.0285772,17.597013,0.013936979,17.749943,0.024965355,17.853018,0.03,18.173275,0.032,17.782202,0.046,19.423838,0.063,17.774286,0.055,18.856836,0.049,18.764837,0.081,18.386276,0.055,18.340275,0.048,18.023275,0.041,17.852018,0.041,17.776287,0.051
b'SPLUS-n20s35',b'iDR4_3_SPLUS-n20s35_0005441',215.00885929106548,-26.2017202149728,8825.642,1489.107,0.00033988626,1.1757882,1.0503472e-06,3.442349,15.431097,3.3,0,5441,0.98093307,-1.0,70.1496,0.10384649,1.1158803,0.68403447,1.2631739,1.7103679,2.719677,89.559616,110.11261,142.9317,0.00031513488,1.1123939,0.0006458521,2.166452,0.00033496946,1.1765062,0,0,0,1,1.0,1,18.10094,0.012184243,19.388643,0.029384764,17.066624,0.0077506015,22.32758,0.38073444,16.612877,0.008372729,22.359646,0.7017952,22.239803,1.0463687,20.534838,0.21695991,20.576454,0.21648231,19.312223,0.060624253,17.491074,0.0099100005,16.720518,0.01145287,18.205069,0.04,19.609568,0.064,17.204878,0.049,,,16.733284,0.05,,,,,,,,,19.557568,0.088,17.65107,0.048,16.856285,0.053
b'SPLUS-n20s35',b'iDR4_3_SPLUS-n20s35_0032598',216.1110044935189,-25.718310689863262,2339.5798,4654.231,0.00026117038,0.9034818,9.803241e-07,3.245688,15.177731,2.73,0,32598,0.98525715,-1.0,-58.554146,0.09122491,1.1003823,0.6103348,1.0533599,1.4667115,2.4433005,109.35151,105.36098,123.90165,0.00024608584,0.8686578,0.0003572928,1.1985061,0.0002604663,0.91483027,0,0,0,1,1.0,1,17.841816,0.00981037,19.001945,0.021125406,17.386805,0.008564687,21.363302,0.17388217,17.13448,0.011323793,21.13374,0.24198061,21.271204,0.44953778,19.95906,0.12605968,19.843336,0.10828816,18.916075,0.042931248,17.530481,0.010181937,17.230087,0.015046791,17.87732,0.023,19.0406,0.045,17.437222,0.042,,,17.1724,0.037,,,,,20.0246,0.109,19.889599,0.114,18.9266,0.049,17.62632,0.053,17.263401,0.046
b'SPLUS-n20s35',b'iDR4_3_SPLUS-n20s35_0036936',215.7521646686144,-25.64018287524233,4455.063,5171.3306,0.00025670874,0.88804734,1.1903936e-06,3.1678128,14.8040695,2.73,2,36936,0.97988063,-1.0,67.88746,0.04209262,1.0439422,0.5796374,1.1067317,1.4999292,2.53624,132.47972,152.96571,167.07008,0.00025930113,0.91530645,0.000485094,1.6272036,0.00024113384,0.84692925,2,2,2,1,1.0,1,17.579586,0.008487124,18.849442,0.01947884,16.941813,0.006509043,21.641073,0.23894715,16.636189,0.007924239,21.264015,0.29510945,21.6463,0.6770919,20.340088,0.1788463,19.865353,0.114026934,18.799486,0.04021565,17.040056,0.007350483,16.713661,0.010577587,17.64682,0.027,18.920517,0.036,16.986938,0.021,,,16.692839,0.036,,,,,20.124517,0.129,19.979517,0.106,18.851517,0.045,17.214819,0.064,16.780838,0.042
b'SPLUS-n20s40',b'iDR4_3_SPLUS-n20s40_0060862',222.99727934895608,-24.918304951154823,5590.858,9897.246,0.00040500588,1.0285734,1.0503472e-06,4.068401,16.147865,3.9599998,0,60862,0.9807955,-1.0,-41.75357,0.056873858,1.0603036,0.8417721,1.5516355,2.1906679,3.72331,81.647896,84.817314,77.16788,0.00039041176,1.0366338,0.0008554512,2.38661,0.00040542876,1.0059224,0,0,0,1,1.0,1,18.189049,0.013716773,18.80022,0.02095012,17.93196,0.014594097,20.415215,0.07517224,17.847618,0.021555135,19.844704,0.08386749,19.941885,0.14275557,19.343475,0.08708447,19.103573,0.06840838,18.545343,0.036419068,17.920843,0.013204211,17.910267,0.027174704,18.233622,0.027,18.880999,0.039,17.9706,0.035,20.356903,0.079,17.833187,0.052,19.892902,0.084,20.044903,0.153,19.375998,0.088,19.13,0.07,18.645998,0.042,18.06262,0.054,17.918186,0.063
