Field,ID,RA,DEC,X,Y,FWHM,FWHM_n,ISOarea,KRON_RADIUS,MU_MAX_INST,PETRO_RADIUS,SEX_FLAGS_DET,SEX_NUMBER_DET,CLASS_STAR,s2n_DET_PStotal,THETA,ELLIPTICITY,ELONGATION,FLUX_RADIUS_20,FLUX_RADIUS_50,FLUX_RADIUS_70,FLUX_RADIUS_90,s2n_r_PStotal,s2n_J0660_PStotal,s2n_i_PStotal,FWHM_r,FWHM_n_r,FWHM_J0660,FWHM_n_J0660,FWHM_i,FWHM_n_i,SEX_FLAGS_r,SEX_FLAGS_J0660,SEX_FLAGS_i,CLASS_STAR_r,CLASS_STAR_J0660,CLASS_STAR_i,r_PStotal,e_r_PStotal,g_PStotal,e_g_PStotal,i_PStotal,e_i_PStotal,u_PStotal,e_u_PStotal,z_PStotal,e_z_PStotal,J0378_PStotal,e_J0378_PStotal,J0395_PStotal,e_J0395_PStotal,J0410_PStotal,e_J0410_PStotal,J0430_PStotal,e_J0430_PStotal,J0515_PStotal,e_J0515_PStotal,J0660_PStotal,e_J0660_PStotal,J0861_PStotal,e_J0861_PStotal,r_psf,e_r_psf,g_psf,e_g_psf,i_psf,e_i_psf,u_psf,e_u_psf,z_psf,e_z_psf,J0378_psf,e_J0378_psf,J0395_psf,e_J0395_psf,J0410_psf,e_J0410_psf,J0430_psf,e_J0430_psf,J0515_psf,e_J0515_psf,J0660_psf,e_J0660_psf,J0861_psf,e_J0861_psf
b'HYDRA-0011',b'iDR4_3_HYDRA-0011_0001534',151.22806509685867,-24.565880501711725,2768.843,1194.1807,0.00034385797,1.1095189,7.11902e-06,2.7084746,13.556797,2.73,0,1534,0.99946886,-1.0,19.11767,0.050825,1.0535465,0.6930973,1.3311085,1.8342896,3.3513632,396.44156,311.5012,465.47052,0.0003215797,1.1107576,0.00029769226,1.0268779,0.0003416074,1.0808619,0,0,0,1,1.0,1,15.220734,0.0027043421,16.171457,0.004696715,14.812934,0.002309852,18.507275,0.025390862,14.589712,0.0025600463,17.93026,0.026516791,17.468056,0.028265588,16.697994,0.0151754785,16.477058,0.013060188,15.688791,0.0071894857,14.816056,0.0034417643,14.48672,0.0042555453,15.310657,0.035,16.537031,0.039,14.877111,0.031,18.513748,0.04,14.671144,0.033,18.019747,0.053,17.582748,0.054,16.86903,0.045,16.61203,0.04,15.7900305,0.034,14.886657,0.028,14.564144,0.031
b'HYDRA-0021',b'iDR4_3_HYDRA-0021_0019499',151.82060173402922,-25.61948559071117,1653.609,3400.8994,0.00030652122,1.0818896,2.49049e-05,2.232373,11.276876,2.73,0,19499,0.99780864,-1.0,14.984217,0.0393883,1.0410033,0.69312817,1.2922589,1.8590598,3.7153783,1109.5508,977.2835,1057.9012,0.00030071154,1.0321856,0.0002989114,0.9819592,0.00029794377,1.0436057,0,0,0,1,1.0,1,13.060103,0.0009554346,13.233669,0.0010887927,13.076601,0.0010019763,14.610666,0.0035690186,13.112734,0.0012343866,13.971252,0.0031952565,13.690886,0.0037589988,13.328466,0.0028049813,13.250656,0.0025030326,13.034685,0.0020050176,12.990587,0.0010847448,12.979302,0.0016113875,13.104432,0.02,13.30495,0.033,13.154726,0.039,14.620728,0.016,13.191549,0.035,13.978727,0.019,13.706727,0.02,13.345949,0.016,13.265827,0.014,13.113828,0.012,13.033432,0.02,13.01997,0.019
b'HYDRA-0023',b'iDR4_3_HYDRA-0023_0021195',154.612703778342,-25.530006066611485,3569.1528,3993.6829,0.0003166003,0.94935197,1.2837578e-05,2.5323203,11.768962,2.73,2,21195,0.9995506,-1.0,27.581701,0.060398042,1.0642804,0.7224809,1.3692318,1.9697299,3.7162187,697.82733,656.14514,730.85406,0.0003344669,0.9668246,0.00031478456,0.9598522,0.0003064041,0.91063297,2,2,2,1,1.0,1,14.198063,0.0016022029,14.808924,0.0024485157,14.000414,0.0014943366,16.387249,0.007845838,13.904016,0.0017224029,16.096981,0.009324513,15.934842,0.011699319,15.441872,0.008098581,15.274127,0.007046142,14.653158,0.004443044,14.003431,0.0017039843,13.810323,0.002373825,14.280206,0.017,14.86215,0.008,14.049938,0.01,16.476755,0.011,13.96817,0.017,16.179756,0.013,16.015755,0.014,15.50415,0.011,15.33615,0.009,14.71715,0.007,14.074205,0.016,,
b'HYDRA-0026',b'iDR4_3_HYDRA-0026_0046098',158.45938935931406,-24.620631567398764,8485.773,9943.1,0.00036691,1.218677,7.749229e-06,2.7426915,12.246338,2.73,0,46098,0.97629976,-1.0,-68.71014,0.08718169,1.0955082,0.76227474,1.3928413,1.9883195,3.6374023,501.51773,478.33127,559.82434,0.0004373824,1.2862927,0.00039947577,1.2193235,0.00033673647,1.151883,0,0,0,1,,1,14.722768,0.0022326636,15.341463,0.0034690013,14.474484,0.0020145355,17.200853,0.011626997,14.391745,0.0023177376,16.875017,0.013714059,16.729393,0.017531464,16.043348,0.012882135,15.896696,0.010536257,15.205017,0.0062549287,14.518179,0.0023408893,14.313604,0.0030881742,14.61373,0.033,,,14.452834,0.03,17.257149,0.027,14.51903,0.024,16.653149,0.035,,,,,,,15.129318,0.027,,,,
b'HYDRA-0031',b'iDR4_3_HYDRA-0031_0032774',150.91773649063074,-26.66784699732685,9368.156,5633.471,0.000383771,1.078957,7.5858416e-06,2.9175823,13.851416,2.73,0,32774,0.92818826,-1.0,55.197166,0.038932264,1.0405093,0.8662776,1.637447,2.322313,4.1649547,247.10074,219.01671,406.20013,0.00037313133,0.9901714,0.00033726933,0.97599465,0.00040081705,1.2025574,0,0,0,1,1.0,1,15.091292,0.00428348,15.484464,0.0054223915,15.12834,0.0026568426,16.868654,0.010217603,15.0732765,0.0032762748,16.484432,0.01075797,16.317368,0.015872844,15.82942,0.012323832,15.745643,0.00963951,15.084617,0.007133971,15.035774,0.004832741,15.058778,0.0044920933,15.120949,0.019,15.52182,0.018,15.209405,0.032,16.868793,0.016,15.138535,0.031,16.523792,0.023,16.340794,0.025,15.852819,0.022,15.77582,0.015,15.20482,0.023,15.071949,0.02,15.141534,0.03
b'HYDRA-0033',b'iDR4_3_HYDRA-0033_0017375',154.58076785857276,-27.094394039528225,6409.99,2850.935,0.00035315644,1.0320508,2.3924576e-05,2.3963838,11.240878,2.73,2,17375,0.99869186,-1.0,17.492619,0.06652576,1.0712669,0.79746526,1.4614472,2.157984,3.9421012,1253.7745,1104.5254,1313.5698,0.00033921842,1.0157262,0.00036129038,1.0511478,0.0003459675,1.0446461,2,2,2,1,,1,13.543561,0.0008637211,14.003381,0.0012561595,13.419039,0.0008142423,15.431086,0.0030613162,13.37143,0.0009622465,15.021745,0.0038806028,14.896468,0.004738879,14.456609,0.0034652108,14.340868,0.0031163846,13.867241,0.0021294472,13.418159,0.0009804317,13.264386,0.001283905,13.594876,0.014,,,13.470609,0.019,15.455799,0.01,13.424772,0.02,,,,,,,14.363116,0.012,,,,,13.312773,0.019
b'HYDRA-0036',b'iDR4_3_HYDRA-0036_0040710',159.64736826997392,-26.3351640060497,4481.6245,7820.3936,0.0003006587,1.0187961,3.2677472e-06,3.0295393,14.361488,2.73,0,40710,0.97907144,-1.0,-13.649952,0.062855005,1.0670707,0.70828855,1.2138722,1.7941469,3.2369733,291.92136,247.19704,300.5396,0.00030796553,1.0209187,0.00044055213,1.0832542,0.00027912532,0.98298275,0,0,0,1,1.0,1,15.919583,0.0037895583,16.438158,0.0055271774,15.751708,0.0036628896,17.84503,0.02059822,15.682138,0.0049807383,17.506407,0.026420595,17.476522,0.036824215,16.886688,0.021515815,16.825829,0.019795539,16.264263,0.011181928,15.745938,0.0044751875,15.729428,0.007574752,15.960639,0.014,16.469856,0.015,15.7973,0.015,17.882185,0.042,15.730005,0.025,17.578186,0.042,17.591187,0.044,16.936857,0.035,16.853857,0.029,16.287857,0.022,15.831639,0.032,15.777005,0.02
b'HYDRA-0039',b'iDR4_3_HYDRA-0039_0000232',164.07431955776153,-27.370735348790564,6292.2847,1042.1211,0.00057295104,1.4992452,6.558835e-06,3.3936007,13.5687065,3.3,1,232,0.98528373,-1.0,-2.9482841,0.16433042,1.1966453,1.0569013,1.957782,2.7836475,4.965493,412.2729,525.7405,427.47,0.00067124586,1.5797144,0.0005221581,1.5750966,0.0006862477,1.8828883,1,1,1,1,1.0,1,14.53943,0.0026341775,14.948975,0.0030883274,14.424721,0.0025405292,16.469032,0.13274233,14.261285,0.0027590888,16.250036,0.01125864,16.056585,0.013817899,15.537045,0.0087870015,15.415464,0.0074564256,14.804736,0.0048033493,14.224333,0.0020656579,14.070612,0.0028861267,14.68367,0.046,14.99067,0.019,14.58667,0.048,16.42067,0.029,14.40367,0.047,16.25567,0.019,,,,,,,,,14.27667,0.039,,
b'HYDRA-0039',b'iDR4_3_HYDRA-0039_0012572',164.6965833836716,-27.092434874239977,2668.0107,2858.8516,0.00038440892,1.0058856,2.4064622e-05,2.505996,11.9215,2.73,0,12572,0.9642331,-1.0,24.450817,0.044133723,1.0461714,0.89617735,1.6644641,2.4863527,4.6463256,951.2119,990.5656,990.93567,0.00043220553,1.0171553,0.00032720974,0.9870323,0.00035131242,0.9639115,0,0,0,1,1.0,1,13.252631,0.0011333079,13.624152,0.0014247712,13.147163,0.0010817236,15.096186,0.0041377004,13.110721,0.0012831074,14.206917,0.0038476726,13.863134,0.0042217663,13.514134,0.0031126735,13.407104,0.0026970534,13.112711,0.0020551533,12.9454365,0.0010882834,12.873913,0.001547707,13.320676,0.011,13.672106,0.009,13.211755,0.014,15.134755,0.01,13.170553,0.013,14.259755,0.01,13.909755,0.012,13.568106,0.012,13.464106,0.015,13.165106,0.017,13.004676,0.017,12.925553,0.013
b'HYDRA-0040',b'iDR4_3_HYDRA-0040_0031328',151.48382854361105,-28.15482741571683,4597.948,4992.253,0.00035018355,1.0168781,2.420467e-05,2.6322546,11.3467045,2.73,2,31328,0.91653574,-1.0,-19.760973,0.040197253,1.0418807,0.87281257,1.681463,2.5900712,4.9734497,867.02057,1215.7264,881.507,0.00038956825,1.1557348,0.00032205103,1.0051934,0.00032842523,1.0131881,2,2,2,1,1.0,1,13.406342,0.0013017068,13.763854,0.001108,13.27761,0.0012364228,15.084392,0.003075971,13.179695,0.00092143787,14.602819,0.0034878082,14.560026,0.005766375,14.141369,0.003200648,14.04661,0.002820651,13.590819,0.0021232257,13.286317,0.0009283392,13.206873,0.0013270116,13.514109,0.023,13.83769,0.01,13.348046,0.017,15.193877,0.009,13.242832,0.018,14.719877,0.01,14.674877,0.012,14.221691,0.01,14.126691,0.009,13.673691,0.009,13.366109,0.015,13.272833,0.023
b'HYDRA-0041',b'iDR4_3_HYDRA-0041_0000423',152.17165754365155,-28.750619000964303,9797.385,1079.4001,0.00034257997,1.0746009,5.1817133e-06,3.093756,14.190207,3.3,0,423,0.88129485,-1.0,-22.944534,0.0340544,1.035255,0.799686,1.5593323,2.252269,4.1679068,350.71036,322.15408,357.01218,0.00033810645,1.066062,0.00038113855,0.90596396,0.0003532434,1.0827955,0,0,0,1,,1,15.405274,0.0032339918,15.893567,0.004574801,15.257553,0.0032643287,17.431215,0.014013943,15.228558,0.003868245,17.080936,0.01772166,16.772905,0.021415833,16.21227,0.013639806,16.067007,0.011529722,15.521366,0.007335432,15.16533,0.0035206582,14.952677,0.0047656847,15.479428,0.016,,,15.329691,0.018,17.455568,0.028,15.306087,0.026,17.11957,0.028,16.805569,0.03,,,16.165272,0.019,15.621271,0.014,,,,
b'HYDRA-0041',b'iDR4_3_HYDRA-0041_0001860',153.0701211338941,-28.72774498858516,4640.811,1242.1056,0.0003168465,0.99388045,1.2930942e-05,2.6683662,12.433148,2.73,2,1860,0.99305624,-1.0,12.261359,0.038680494,1.0402368,0.7538477,1.4635004,2.2230804,4.2482057,700.031,598.832,714.5331,0.00031517257,0.9937506,0.00041397382,0.98401314,0.00032579328,0.9986528,2,2,2,1,1.0,1,13.975986,0.0015321858,14.505033,0.002119873,13.80554,0.0014926838,15.998714,0.0057931836,13.72777,0.0017374775,15.517138,0.0069672586,15.2703495,0.008684285,14.786798,0.0059626237,14.682732,0.005240208,14.172878,0.0035589233,13.813813,0.0017911163,13.66774,0.0024498596,14.019752,0.014,14.601087,0.012,13.8448,0.012,15.99651,0.014,13.767111,0.014,15.52451,0.012,15.28451,0.012,14.819087,0.011,14.727087,0.01,14.235086,0.01,13.881751,0.012,13.723111,0.012
b'HYDRA-0044',b'iDR4_3_HYDRA-0044_0008430',157.31130289267037,-28.554586603532908,7730.24,2372.5496,0.00028697003,0.9714221,6.3954476e-06,2.784628,13.430489,2.73,3,8430,0.9555331,-1.0,53.511414,0.10788542,1.1209322,0.70254576,1.2934067,1.9002956,3.5410204,450.54364,479.4483,469.4322,0.0002954182,0.9783825,0.00043862622,0.9915629,0.00026423472,0.9382211,3,3,3,1,1.0,1,15.0239525,0.0023779713,15.684036,0.0035370719,14.797656,0.0022736047,17.311005,0.011111553,14.653289,0.0026843965,16.78294,0.012545982,16.473166,0.014654313,15.771645,0.009144697,15.603427,0.00794716,14.940434,0.0049314615,14.374279,0.0022346096,14.133531,0.0029412417,15.064028,0.016,15.70277,0.011,14.833097,0.015,17.31093,0.018,14.702435,0.023,16.77493,0.018,16.47793,0.019,15.781771,0.015,15.628771,0.014,14.963771,0.009,14.417028,0.013,14.171434,0.012
b'HYDRA-0046',b'iDR4_3_HYDRA-0046_0004504',161.6400747240436,-28.70042488266688,1164.7158,1407.7684,0.00033529312,0.89113575,6.558835e-06,2.8649848,13.663336,2.73,2,4504,0.97215825,-1.0,-51.647854,0.029112875,1.0299858,0.76375705,1.4375534,2.0873322,3.982957,278.2194,268.21472,318.21442,0.00035780156,0.85690904,0.00043444676,1.101651,0.0003031456,0.87276375,2,2,2,1,1.0,1,15.783207,0.003833847,16.400303,0.0061085583,15.5855665,0.003391762,18.171272,0.026298417,15.482607,0.0040728473,17.883362,0.026670171,17.793003,0.03655376,16.946949,0.021118345,16.882256,0.017755188,16.212858,0.010474419,15.599823,0.0039768526,15.520854,0.005815793,15.873429,0.017,16.512417,0.015,15.657025,0.027,18.177588,0.023,15.564149,0.026,17.946587,0.03,17.832586,0.038,17.026417,0.024,16.963417,0.024,16.327417,0.017,15.727429,0.023,15.612148,0.023
b'HYDRA-0046',b'iDR4_3_HYDRA-0046_0038771',160.312253302518,-27.99787205080541,8810.458,6012.4136,0.00040316206,1.0715165,6.932292e-06,2.9194052,13.340315,2.73,0,38771,0.975898,-1.0,-64.97228,0.058302164,1.0619118,0.8318494,1.5894104,2.2053752,3.8498423,328.3499,333.8379,409.70053,0.0004105838,0.98331875,0.0004049475,1.026848,0.00036938206,1.0634601,0,0,0,1,1.0,1,15.615097,0.0032339613,16.481083,0.0058886516,15.224786,0.0026312915,18.202072,0.024489054,15.011219,0.0028911976,18.058704,0.027291635,17.828682,0.034066066,17.267544,0.02300926,17.067997,0.018193018,16.301374,0.010128817,15.327194,0.0031807977,14.87767,0.00381693,15.623868,0.032,16.5249,0.017,15.297663,0.049,18.21013,0.022,15.042518,0.051,18.07813,0.028,17.86913,0.035,17.2949,0.022,17.1069,0.021,16.3649,0.025,15.292868,0.035,14.965517,0.033
b'HYDRA-0048',b'iDR4_3_HYDRA-0048_0001246',164.74857134894984,-28.73751082089075,1610.1959,1167.6515,0.00031931463,0.9960368,7.842593e-06,2.7412524,13.304977,2.73,0,1246,0.9968812,-1.0,34.655354,0.070080996,1.0753624,0.70426637,1.3410543,1.8846473,3.5021539,443.7297,451.5813,518.1942,0.00032844336,0.9651075,0.00034488708,0.9830823,0.00028966312,1.0040748,0,0,0,1,1.0,1,14.922226,0.0024073187,15.766906,0.0038730074,14.57163,0.0020921866,17.942293,0.017087607,14.364598,0.0023791858,17.190557,0.016617073,16.75819,0.01961378,16.072506,0.011153272,15.894271,0.009461552,15.130018,0.0055979746,14.4620495,0.002365463,14.143125,0.0030639612,14.971972,0.015,15.825555,0.013,14.619921,0.023,17.95491,0.028,14.4374,0.033,17.17391,0.03,16.77391,0.033,16.127554,0.025,15.946554,0.026,15.194554,0.022,14.511972,0.014,14.2164,0.031
b'HYDRA-0049',b'iDR4_3_HYDRA-0049_0015998',149.52416518872204,-29.88894776928976,8964.41,2704.389,0.00033843046,1.0742092,6.7922456e-06,2.8126447,13.22799,2.73,2,15998,0.95597637,-1.0,-29.755991,0.05890572,1.0625929,0.7465663,1.3687289,1.9219502,3.4231138,374.37173,298.1576,444.04083,0.00033378068,1.0331886,0.00032831635,1.0238893,0.0003339324,1.0875236,2,2,2,1,1.0,1,15.492888,0.0029173244,16.48583,0.0050353757,15.027289,0.0024788384,18.727667,0.02447692,14.782631,0.002734433,18.68596,0.03427285,18.40664,0.038855214,17.530327,0.020988297,17.224215,0.016844511,16.40939,0.00929601,15.205961,0.0036630423,14.750215,0.0038403003,15.548597,0.019,16.558867,0.024,15.103369,0.032,18.763083,0.036,,,18.710083,0.037,18.465082,0.04,17.609438,0.026,17.322866,0.031,16.484867,0.024,15.252979,0.018,14.8007145,0.026
b'HYDRA-0052',b'iDR4_3_HYDRA-0052_0021791',155.003377041254,-29.771046053503643,5353.921,3485.319,0.00031491942,0.96741724,7.375772e-06,2.7770033,13.371073,2.73,3,21791,0.9900867,-1.0,7.294119,0.13536257,1.1565541,0.74216855,1.356631,1.9504654,3.4872084,482.6628,414.43423,483.8092,0.00032592594,0.9639143,0.0004457648,1.0249974,0.00030391407,0.9518204,3,3,3,1,,1,15.009395,0.0023025507,15.567822,0.0031108342,14.853909,0.0022479515,16.903585,0.008400017,14.792606,0.0028340034,16.681889,0.012333535,16.56617,0.015651636,16.05262,0.010580477,15.908026,0.009042668,15.327019,0.005886007,14.819607,0.0026816207,14.618574,0.0036613003,15.070471,0.012,15.598352,0.01,14.902211,0.014,16.957935,0.015,14.849877,0.019,,,16.607937,0.023,16.096352,0.018,15.954352,0.014,15.372353,0.012,,,,
b'HYDRA-0052',b'iDR4_3_HYDRA-0052_0024458',154.94022742317006,-29.72691764189807,5712.807,3774.149,0.0003520904,1.0816046,8.776235e-06,2.7603424,13.598716,2.73,0,24458,0.99893934,-1.0,-6.7133937,0.032765687,1.0338756,0.79052174,1.4484282,2.1087062,3.8052995,474.54724,396.50677,470.28012,0.0003779536,1.1177843,0.0004525166,1.0405225,0.0003620847,1.1340034,0,0,0,1,1.0,1,15.039408,0.0023555679,15.54124,0.0030997812,14.903656,0.0023168672,16.873896,0.010021384,14.774152,0.0028240047,16.56683,0.011777373,16.509708,0.018825244,15.965751,0.010961856,15.871279,0.008956579,15.326374,0.0059314775,14.912535,0.002819191,14.770933,0.0048627444,15.126319,0.023,15.58491,0.015,14.997215,0.028,16.940514,0.022,14.855997,0.027,16.639513,0.023,16.567513,0.024,16.00091,0.019,15.92191,0.013,15.37391,0.012,14.981318,0.015,14.915997,0.034
b'HYDRA-0052',b'iDR4_3_HYDRA-0052_0045018',154.33317438163198,-29.315071242206844,9178.384,6459.793,0.00033390205,1.025731,4.948303e-06,3.0000699,14.320153,2.73,0,45018,0.970457,-1.0,-61.572628,0.06281906,1.0670298,0.7539569,1.3937831,2.0153375,3.5951722,316.3508,274.28873,324.65723,0.00034459474,1.0191265,0.0004200173,0.96579325,0.00033423761,1.0467899,0,0,0,1,1.0,1,15.842972,0.0033654603,16.363302,0.0045251646,15.670761,0.0033328792,17.814383,0.013625741,15.611046,0.0042798547,17.50745,0.019250775,17.365164,0.024873588,16.81976,0.015993435,16.705778,0.01380578,16.123575,0.008668037,15.680391,0.0038815523,15.429058,0.0054626316,15.8637705,0.018,16.392815,0.014,15.710981,0.023,17.85098,0.022,15.6540575,0.022,17.54598,0.027,17.412981,0.03,16.859816,0.023,16.750814,0.019,16.158815,0.018,15.72377,0.018,,
b'HYDRA-0052',b'iDR4_3_HYDRA-0052_0057689',154.27609857500116,-28.83911686045391,9522.923,9573.539,0.00039934827,1.2267785,8.6128475e-06,2.8265004,13.60624,2.73,0,57689,0.8620125,-1.0,-51.431587,0.08178264,1.0890667,0.79104567,1.4988446,2.1525266,4.0382237,422.30896,417.33713,479.01147,0.0003947448,1.1674436,0.00046349879,1.065775,0.00040501758,1.2684637,0,0,0,1,1.0,1,15.162823,0.0025632957,15.902458,0.003795891,14.839899,0.0023379133,17.966234,0.015616713,14.682085,0.002666966,17.208706,0.016413666,16.904938,0.01981057,16.208584,0.012015746,16.039862,0.010219421,15.320915,0.0060623586,14.751408,0.0025938326,14.490106,0.0034447047,15.169751,0.019,15.9239235,0.013,14.881319,0.022,17.970566,0.025,14.753065,0.032,17.237566,0.029,16.934566,0.03,16.269924,0.018,16.089924,0.016,15.383924,0.016,14.796751,0.02,,
b'HYDRA-0053',b'iDR4_3_HYDRA-0053_0000263',156.16241749218676,-30.16825328382012,7931.2695,880.64105,0.00031676766,1.122157,3.4311345e-06,2.9980497,14.103595,2.73,2,263,0.9834023,-1.0,67.49581,0.08442718,1.0922124,0.7072431,1.2641765,1.8100826,3.098315,307.90048,282.21805,317.8355,0.0003400489,1.141652,0.00040797243,1.148099,0.00030530867,1.0904878,2,2,2,1,1.0,1,15.736352,0.00349301,16.159685,0.0048228493,15.592316,0.003411095,17.449532,0.013568932,15.550995,0.004193206,17.03261,0.015714375,16.948694,0.021615544,16.45116,0.014871438,16.408566,0.013306066,15.955772,0.009053155,15.544027,0.003810881,15.550553,0.0058939066,15.811945,0.03,16.268518,0.035,15.672587,0.034,17.448082,0.031,15.652719,0.036,17.027082,0.035,16.934082,0.037,16.483519,0.028,16.452518,0.025,16.01352,0.024,15.655945,0.043,15.585719,0.028
b'HYDRA-0053',b'iDR4_3_HYDRA-0053_0060145',155.99865021750608,-28.79680660643048,8903.853,9853.903,0.00033263912,1.1783819,5.088349e-06,2.8964527,13.802773,2.73,2,60145,0.92651886,-1.0,-68.69455,0.10285562,1.1146477,0.6912842,1.2955768,1.867964,3.6730745,364.3568,349.3988,375.03287,0.00034620782,1.1623294,0.00041547278,1.1692061,0.00033921772,1.2116027,2,2,2,1,1.0,1,15.470962,0.0030717351,15.866434,0.004107564,15.361654,0.0030049048,17.275862,0.012158869,15.361683,0.0035882608,16.726274,0.012634019,16.54584,0.016224565,16.00521,0.011467894,15.894897,0.009999323,15.461129,0.007018537,15.188856,0.0032032381,15.069773,0.004381261,15.514319,0.023,15.9279585,0.02,15.418582,0.03,17.265627,0.032,15.427772,0.032,16.704628,0.023,16.519629,0.031,16.07796,0.023,15.9609585,0.021,15.503959,0.022,15.213319,0.024,15.094771,0.026
b'HYDRA-0057',b'iDR4_3_HYDRA-0057_0005485',163.6273236323422,-30.079404590282007,2226.477,1458.5752,0.00043559255,1.23175,3.5455054e-05,2.6227367,11.338452,2.73,2,5485,0.8419073,-1.0,-36.592155,0.035102308,1.0363793,1.0244122,2.0788555,3.1566145,5.793861,897.0181,1073.7025,927.89343,0.00055622816,1.5429821,0.0004041108,1.0230296,0.0005524604,1.6105856,2,2,2,1,1.0,1,13.1284485,0.001193243,13.36095,0.0009972528,13.001994,0.0011562117,14.749522,0.002732085,12.848778,0.0012543101,14.377336,0.003683653,14.286502,0.0050485292,13.729915,0.0028031643,13.661777,0.002539748,13.150274,0.0017152933,12.876428,0.0009968877,12.68224,0.0010468729,13.360544,0.055,13.475696,0.014,13.228288,0.056,14.774478,0.017,12.983133,0.039,14.415478,0.02,14.326478,0.016,13.811695,0.014,13.729695,0.015,13.239696,0.014,12.945544,0.008,12.743134,0.013
b'HYDRA-0057',b'iDR4_3_HYDRA-0057_0010037',163.70970446058155,-29.98276210372824,1756.2247,2088.7,0.0004053117,1.1461232,3.1720487e-05,2.5583053,11.406245,2.73,0,10037,0.834634,-1.0,16.8654,0.016410053,1.0166838,1.0201994,2.0201657,3.0984964,5.737117,794.4074,1191.7609,824.25446,0.0005465572,1.5161546,0.00037191322,0.9415196,0.00053460966,1.5585455,0,0,0,1,1.0,1,13.38979,0.0013465676,13.564656,0.0010992934,13.299073,0.0013025336,14.905386,0.002986384,13.006425,0.0009983953,14.448917,0.0038577493,14.337659,0.00520906,13.873722,0.0030034333,13.805837,0.0027193136,13.371927,0.0019020251,13.10884,0.0008975989,12.987388,0.0012145711,14.050868,0.125,13.651418,0.013,13.518894,0.052,14.930108,0.016,13.065087,0.012,14.478108,0.016,14.369108,0.013,13.935418,0.013,13.868418,0.013,13.451418,0.012,13.182868,0.009,13.050088,0.011
b'HYDRA-0057',b'iDR4_3_HYDRA-0057_0017970',163.10560469583,-29.819292171463665,5180.9053,3169.454,0.00044095496,1.2469137,3.0786847e-05,2.6185842,11.729621,2.73,2,17970,0.7947248,-1.0,7.1141763,0.06111437,1.0650924,1.0365868,2.0825756,3.0959141,5.7761087,840.13727,1308.3752,919.8483,0.0005523733,1.5322887,0.00039870094,1.0093343,0.0005362101,1.5632112,2,2,2,1,1.0,1,13.417593,0.0013131873,13.967558,0.0012656811,13.121504,0.0011755121,16.09258,0.004946021,12.850943,0.0012048631,15.700078,0.006670654,15.676007,0.009194002,14.756605,0.0043014223,14.594621,0.0037508325,13.739767,0.0021585727,13.044282,0.00084322726,12.732791,0.0010274919,13.652111,0.055,14.024151,0.012,13.351028,0.056,16.14656,0.016,12.974634,0.034,,,15.769561,0.027,14.798151,0.012,14.635151,0.013,13.794151,0.012,13.119111,0.007,12.790634,0.008
b'HYDRA-0057',b'iDR4_3_HYDRA-0057_0018130',163.77984975313623,-29.81404930848121,1351.5552,3190.6995,0.00041981423,1.1871328,3.176717e-05,2.573119,11.554086,2.73,2,18130,0.7985586,-1.0,17.362677,0.024049997,1.0246427,1.0227844,2.0416195,3.113926,5.7601256,804.4809,1229.6077,843.9579,0.00054512825,1.5121908,0.00037239888,0.9427491,0.0005332522,1.5545881,2,2,2,1,1.0,1,13.357588,0.0013177483,13.66634,0.0011353635,13.206941,0.0012559775,15.344753,0.0036678726,13.037653,0.0013452179,14.926069,0.0048521813,14.788878,0.0064095175,14.172662,0.003434776,14.062835,0.0030251283,13.455217,0.0019492983,13.040725,0.0008621476,12.880756,0.0011395627,13.567772,0.054,13.748168,0.013,13.411829,0.053,15.362067,0.016,13.152889,0.034,14.947067,0.014,14.818068,0.013,14.225167,0.013,14.116168,0.012,13.526168,0.014,13.107772,0.01,12.936889,0.013
b'HYDRA-0057',b'iDR4_3_HYDRA-0057_0021760',163.74102515383672,-29.74248727965604,1569.2888,3660.498,0.00042251486,1.1947695,3.510494e-05,2.5773852,11.474438,2.73,2,21760,0.7963142,-1.0,-73.86943,0.018720627,1.0190778,1.0403694,2.099401,3.1587696,5.925468,862.34406,1217.0846,954.985,0.0005416485,1.5025378,0.00038142415,0.9655971,0.0005290259,1.5422672,2,2,2,1,1.0,1,13.230015,0.0012351323,13.752367,0.0011752321,12.95524,0.0011085502,15.892062,0.0047197295,12.693379,0.0011473285,15.513811,0.006346796,15.264916,0.007926098,14.529895,0.004101405,14.330499,0.0035061452,13.47534,0.0020337037,12.876907,0.0008751316,12.552156,0.0009733704,13.450214,0.055,13.83101,0.014,13.165518,0.053,15.916657,0.016,,,15.539657,0.015,15.291657,0.013,14.580009,0.015,14.38001,0.016,13.54501,0.018,12.939215,0.008,12.609183,0.011
